Repository 1	Repository 2	# people
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-report-exporter]	2
[epam / edp-ddm-bp-admin-portal]	[epam / edp-ddm-cluster-kafka-operator]	2
[epam / edp-ddm-monitoring]	[epam / edp-ddm-excerpt-worker-docx]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-registry-regulations-validator-cli]	2
[epam / edp-ddm-digital-document-service]	[epam / edp-ddm-kong]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-platform-minio]	2
[epam / edp-ddm-pgadmin-chart]	[epam / edp-ddm-cluster-kafka-operator]	2
[epam / edp-ddm-jenkins-operator]	[epam / edp-ddm-liquibase-ddm-ext]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-strimzi-kafka-operator]	2
[epam / edp-ddm-form-schema-provider]	[epam / edp-ddm-strimzi-kafka-operator]	2
[epam / edp-ddm-monitoring]	[epam / edp-ddm-service-generation-utility]	2
[epam / edp-ddm-excerpt-worker-docx]	[epam / edp-ddm-geo-server]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-cluster-kafka-operator]	2
[epam / edp-ddm-control-plane-nexus]	[epam / edp-ddm-redash-chart]	2
[epam / edp-ddm-digital-document-service]	[epam / edp-ddm-platform-minio]	2
[epam / ai-dial-sdk]	[epam / ai-dial-app-controller]	2
[epam / edp-ddm-form-schema-provider]	[epam / edp-ddm-platform-vault]	2
[epam / edp-ddm-platform-vault]	[epam / edp-ddm-bp-admin-portal]	2
[epam / edp-ddm-monitoring]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / edp-ddm-jenkins-operator]	[epam / edp-ddm-geo-server]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-redis-sentinel]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-excerpt-worker-docx]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-cluster-kafka-operator]	2
[epam / edp-ddm-backup-management]	[epam / edp-ddm-registry-regulations-publication-pipeline]	2
[epam / edp-ddm-liquibase-ddm-ext]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-logging]	[epam / edp-ddm-platform-minio]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-form-schema-provider]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-pgadmin-chart]	2
[epam / edp-ddm-pgadmin-chart]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-excerpt-worker-docx]	[epam / edp-ddm-redash-chart]	2
[epam / edp-ddm-jenkins-operator]	[epam / edp-ddm-process-history-service-persistence]	2
[epam / edp-ddm-form-submission-validation]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-backup-management]	2
[epam / edp-ddm-jenkins-operator]	[epam / edp-ddm-redis-sentinel]	2
[epam / edp-ddm-form-schema-provider]	[epam / edp-ddm-architecture]	2
[epam / edp-ddm-kong]	[epam / edp-ddm-cluster-kafka-operator]	2
[epam / edp-ddm-service-generation-utility]	[epam / edp-ddm-nexus]	2
[epam / edp-ddm-redash-chart]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-redash-chart]	[epam / edp-ddm-strimzi-kafka-operator]	2
[epam / edp-ddm-bp-admin-portal]	[epam / edp-ddm-redis-sentinel]	2
[epam / edp-ddm-service-generation-utility]	[epam / edp-ddm-redis-sentinel]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-kong]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-bpms]	2
[epam / cloud-pipeline]	[epam / NGB]	2
[epam / ai-dial-ci]	[epam / ai-dial-app-controller]	2
[epam / edp-ddm-geo-server]	[epam / edp-ddm-cluster-kafka-operator]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-report-exporter]	2
[epam / modular-cli]	[epam / ecc-openstack-rulepack]	2
[epam / edp-ddm-registry-regulations-publication-pipeline]	[epam / edp-ddm-strimzi-kafka-operator]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-digital-document-service]	2
[epam / edp-ddm-pgadmin-chart]	[epam / edp-ddm-digital-document-service]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-redash-chart]	2
[epam / edp-ddm-monitoring]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-backup-management]	2
[epam / edp-ddm-registry-regulations-validator-cli]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-strimzi-kafka-operator]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / edp-ddm-user-management]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-form-schema-provider]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-form-schema-provider]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / edp-ddm-backup-management]	[epam / edp-ddm-process-history-service-persistence]	2
[epam / edp-ddm-registry-regulations-validator-cli]	[epam / edp-ddm-process-history-service-persistence]	2
[epam / edp-ddm-platform-vault]	[epam / edp-ddm-report-exporter]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-excerpt-worker-docx]	2
[epam / edp-ddm-control-plane-nexus]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-notification-service]	[epam / edp-ddm-control-plane-nexus]	2
[epam / edp-ddm-form-submission-validation]	[epam / edp-ddm-process-history-service-persistence]	2
[epam / edp-ddm-notification-service]	[epam / edp-ddm-strimzi-kafka-operator]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-registry-regulations-validator-cli]	2
[epam / edp-ddm-excerpt-worker-csv]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-cluster-kafka-operator]	2
[epam / edp-ddm-dataplatform-jenkins-agent]	[epam / edp-ddm-wiremock]	2
[epam / edp-ddm-bp-admin-portal]	[epam / edp-ddm-nexus]	2
[epam / edp-ddm-pgadmin-chart]	[epam / edp-ddm-process-history-service-persistence]	2
[epam / edp-ddm-monitoring]	[epam / edp-ddm-redis-operator]	2
[epam / edp-ddm-monitoring]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-logging]	[epam / edp-ddm-report-exporter]	2
[epam / edp-ddm-jenkins-operator]	[epam / edp-ddm-kong]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-redis-sentinel]	2
[epam / edp-ddm-registry-regulations-validator-cli]	[epam / edp-ddm-liquibase-ddm-ext]	2
[epam / edp-ddm-monitoring]	[epam / edp-ddm-cluster-kafka-operator]	2
[epam / edp-ddm-report-exporter]	[epam / edp-ddm-geo-server]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-registry-regulations-validator-cli]	2
[epam / edp-ddm-control-plane-nexus]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-dataplatform-jenkins-agent]	[epam / edp-ddm-process-history-service-persistence]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-control-plane-nexus]	2
[epam / edp-ddm-language-server]	[epam / edp-ddm-process-history-service-persistence]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-monitoring]	2
[epam / edp-ddm-form-schema-provider]	[epam / edp-ddm-geo-server]	2
[epam / edp-headlamp]	[epam / edp-sonar-operator]	2
[epam / edp-ddm-report-exporter]	[epam / edp-ddm-service-generation-utility]	2
[epam / edp-ddm-service-generation-utility]	[epam / edp-ddm-redis-operator]	2
[epam / edp-ddm-report-exporter]	[epam / edp-ddm-cluster-kafka-operator]	2
[epam / edp-ddm-architecture]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-platform-vault]	[epam / edp-ddm-nexus]	2
[epam / edp-ddm-architecture]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-kong]	[epam / edp-ddm-redis-sentinel]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-liquibase-ddm-ext]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-platform-vault]	[epam / edp-ddm-bpms]	2
[epam / edp-ddm-form-submission-validation]	[epam / edp-ddm-report-exporter]	2
[epam / edp-ddm-service-generation-utility]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-pgadmin-chart]	2
[epam / edp-ddm-cluster-kafka-operator]	[epam / edp-ddm-nexus]	2
[epam / edp-ddm-bp-admin-portal]	[epam / edp-ddm-bpms]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-logging]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-nexus]	2
[epam / edp-ddm-redis-operator]	[epam / edp-ddm-liquibase-ddm-ext]	2
[epam / edp-ddm-geo-server]	[epam / edp-ddm-redis-sentinel]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-registry-regulations-publication-pipeline]	2
[epam / edp-ddm-jenkins-operator]	[epam / edp-ddm-strimzi-kafka-operator]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-strimzi-kafka-operator]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-redash-chart]	2
[epam / edp-ddm-monitoring]	[epam / edp-ddm-process-history-service-persistence]	2
[epam / edp-ddm-pgadmin-chart]	[epam / edp-ddm-architecture]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-user-management]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-geo-server]	2
[epam / edp-ddm-logging]	[epam / edp-ddm-platform-vault]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-redis-sentinel]	2
[epam / edp-ddm-process-history-service-persistence]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-liquibase-ddm-ext]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-redis-operator]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-backup-management]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-registry-regulations-publication-pipeline]	2
[epam / edp-ddm-pgadmin-chart]	[epam / edp-ddm-registry-configuration]	2
[epam / ai-dial-app-builder-python]	[epam / ai-dial-auth-helper]	2
[epam / edp-ddm-kong]	[epam / edp-ddm-process-history-service-persistence]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-control-plane-nexus]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-wiremock]	2
[epam / edp-ddm-digital-document-service]	[epam / edp-ddm-registry-regulations-publication-pipeline]	2
[epam / edp-ddm-control-plane-nexus]	[epam / edp-ddm-jenkins-operator]	2
[epam / edp-ddm-geo-server]	[epam / edp-ddm-strimzi-kafka-operator]	2
[epam / ai-dial-app-controller]	[epam / ai-dial-auth-helper]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-form-schema-provider]	[epam / edp-ddm-pgadmin-chart]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-process-history-service-persistence]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-platform-vault]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-user-management]	2
[epam / edp-ddm-redash-chart]	[epam / edp-ddm-wiremock]	2
[epam / edp-ddm-notification-service]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / edp-ddm-control-plane-nexus]	[epam / edp-ddm-strimzi-kafka-operator]	2
[epam / edp-ddm-liquibase-ddm-ext]	[epam / edp-ddm-language-server]	2
[epam / edp-ddm-strimzi-kafka-operator]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-process-history-service-api]	[epam / edp-ddm-wiremock]	2
[epam / edp-ddm-strimzi-kafka-operator]	[epam / edp-ddm-cluster-kafka-operator]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / edp-ddm-backup-management]	[epam / edp-ddm-redash-chart]	2
[epam / edp-ddm-bp-admin-portal]	[epam / edp-ddm-service-generation-utility]	2
[epam / ai-dial-helm]	[epam / ai-dial-app-controller]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-codebase-operator]	[epam / edp-sonar-operator]	2
[epam / edp-ddm-bp-webservice-gateway]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-architecture]	[epam / edp-ddm-bp-admin-portal]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-excerpt-worker-docx]	2
[epam / edp-ddm-digital-document-service]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-cluster-kafka-operator]	[epam / edp-ddm-redis-sentinel]	2
[epam / edp-ddm-registry-regulations-validator-cli]	[epam / edp-ddm-architecture]	2
[epam / edp-ddm-geo-server]	[epam / edp-ddm-redash-chart]	2
[epam / edp-ddm-logging]	[epam / edp-ddm-language-server]	2
[epam / edp-ddm-redash-chart]	[epam / edp-ddm-redis-operator]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-geo-server]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-jenkins-operator]	[epam / edp-ddm-redash-chart]	2
[epam / ember-restws-samples]	[epam / ember-risk-sample]	2
[epam / edp-ddm-form-submission-validation]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / edp-ddm-redash-chart]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-service-generation-utility]	[epam / edp-ddm-cluster-kafka-operator]	2
[epam / ai-dial-ci]	[epam / ai-dial-auth-helper]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-form-schema-provider]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-redis-operator]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-kong]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-notification-service]	2
[epam / edp-ddm-architecture]	[epam / edp-ddm-wiremock]	2
[epam / edp-ddm-kong]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-service-generation-utility]	2
[epam / edp-ddm-redash-chart]	[epam / edp-ddm-bp-admin-portal]	2
[epam / edp-ddm-monitoring]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-bpms]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-wiremock]	2
[epam / edp-ddm-form-submission-validation]	[epam / edp-ddm-language-server]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-bpms]	2
[epam / edp-ddm-bpms]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / edp-ddm-architecture]	[epam / edp-ddm-file-storage]	2
[epam / ai-dial-auth-helper]	[epam / ai-dial-chat]	2
[epam / edp-ddm-monitoring]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-nexus]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-report-exporter]	2
[epam / edp-ddm-logging]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-report-exporter]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-kong]	2
[epam / ai-dial-app-builder-python]	[epam / ai-dial-ci]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-logging]	2
[epam / edp-ddm-registry-regulations-validator-cli]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-wiremock]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-liquibase-ddm-ext]	2
[epam / edp-ddm-backup-management]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-strimzi-kafka-operator]	[epam / edp-ddm-redis-sentinel]	2
[epam / modular-sdk]	[epam / ecc-gcp-rulepack]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-pgadmin-chart]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-notification-service]	2
[epam / edp-ddm-platform-minio]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-form-submission-validation]	[epam / edp-ddm-jenkins-operator]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-monitoring]	2
[epam / edp-ddm-architecture]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-geo-server]	2
[epam / ai-dial-helm]	[epam / ai-dial-core]	2
[epam / edp-ddm-logging]	[epam / edp-ddm-excerpt-worker-docx]	2
[epam / edp-ddm-form-submission-validation]	[epam / edp-ddm-platform-minio]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-kong]	2
[epam / edp-ddm-control-plane-nexus]	[epam / edp-ddm-kong]	2
[epam / edp-ddm-form-submission-validation]	[epam / edp-ddm-kong]	2
[epam / edp-ddm-platform-vault]	[epam / edp-ddm-language-server]	2
[epam / edp-ddm-notification-service]	[epam / edp-ddm-bp-admin-portal]	2
[epam / ai-dial-sdk]	[epam / ai-dial-ci]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-excerpt-worker-csv]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-backup-management]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / edp-ddm-geo-server]	[epam / edp-ddm-language-server]	2
[epam / edp-ddm-monitoring]	[epam / edp-ddm-digital-document-service]	2
[epam / edp-ddm-pgadmin-chart]	[epam / edp-ddm-liquibase-ddm-ext]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-pgadmin-chart]	2
[epam / modular-cli]	[epam / ecc-azure-rulepack]	2
[epam / edp-ddm-notification-service]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-report-exporter]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-liquibase-ddm-ext]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-redis-operator]	[epam / edp-ddm-wiremock]	2
[epam / edp-ddm-architecture]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / edp-ddm-report-exporter]	[epam / edp-ddm-platform-minio]	2
[epam / edp-ddm-architecture]	[epam / edp-ddm-monitoring]	2
[epam / modular-api]	[epam / r8s]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-bpms]	[epam / edp-ddm-platform-minio]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-registry-configuration]	2
[epam / modular-sdk]	[epam / ecc-kubernetes-rulepack]	2
[epam / edp-ddm-cluster-kafka-operator]	[epam / edp-ddm-language-server]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-notification-service]	2
[epam / edp-ddm-form-schema-provider]	[epam / edp-ddm-cluster-kafka-operator]	2
[epam / edp-ddm-digital-document-service]	[epam / edp-ddm-language-server]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-architecture]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-platform-vault]	2
[epam / edp-ddm-jenkins-operator]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / edp-ddm-registry-regulation-management]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-nexus]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-jenkins-operator]	[epam / edp-ddm-user-management]	2
[epam / edp-ddm-excerpt-worker-docx]	[epam / edp-ddm-process-history-service-persistence]	2
[epam / edp-ddm-dataplatform-jenkins-agent]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-smtp-server]	2
[epam / edp-ddm-form-submission-validation]	[epam / edp-ddm-logging]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-redis-operator]	[epam / edp-ddm-redis-sentinel]	2
[epam / edp-ddm-logging]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-excerpt-worker-docx]	[epam / edp-ddm-redis-sentinel]	2
[epam / eco-commons-kafka]	[epam / eco-commons-avro]	2
[epam / edp-ddm-excerpt-worker-docx]	[epam / edp-ddm-redis-operator]	2
[epam / edp-ddm-architecture]	[epam / edp-ddm-redis-sentinel]	2
[epam / edp-ddm-monitoring]	[epam / edp-ddm-redash-chart]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-nexus]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-cluster-kafka-operator]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-registry-regulations-publication-pipeline]	[epam / edp-ddm-user-management]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-redis-sentinel]	2
[epam / edp-ddm-kong]	[epam / edp-ddm-service-generation-utility]	2
[epam / edp-ddm-architecture]	[epam / edp-ddm-user-management]	2
[epam / edp-ddm-cluster-kafka-operator]	[epam / edp-ddm-process-history-service-persistence]	2
[epam / edp-ddm-nexus]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-bpms]	2
[epam / edp-ddm-platform-vault]	[epam / edp-ddm-liquibase-ddm-ext]	2
[epam / edp-ddm-jenkins-operator]	[epam / edp-ddm-bpms]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-kong]	2
[epam / edp-ddm-redis-operator]	[epam / edp-ddm-nexus]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-control-plane-console]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-notification-service]	[epam / edp-ddm-user-management]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / edp-ddm-pgadmin-chart]	[epam / edp-ddm-excerpt-worker-docx]	2
[epam / edp-ddm-jenkins-operator]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / edp-ddm-form-submission-validation]	[epam / edp-ddm-smtp-server]	2
[epam / edp-ddm-control-plane-nexus]	[epam / edp-ddm-liquibase-ddm-ext]	2
[epam / edp-ddm-kong]	[epam / edp-ddm-strimzi-kafka-operator]	2
[epam / edp-ddm-form-submission-validation]	[epam / edp-ddm-form-schema-provider]	2
[epam / edp-ddm-notification-service]	[epam / edp-ddm-process-history-service-persistence]	2
[epam / edp-ddm-report-exporter]	[epam / edp-ddm-user-management]	2
[epam / edp-ddm-liquibase-ddm-ext]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / edp-ddm-dataplatform-jenkins-agent]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-dataplatform-jenkins-agent]	[epam / edp-ddm-platform-minio]	2
[epam / edp-ddm-user-management]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-redis-sentinel]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-registry-regulations-publication-pipeline]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-user-management]	2
[epam / edp-ddm-registry-regulations-publication-pipeline]	[epam / edp-ddm-cluster-kafka-operator]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-excerpt-worker-docx]	2
[epam / edp-ddm-kong]	[epam / edp-ddm-liquibase-ddm-ext]	2
[epam / edp-ddm-report-exporter]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / edp-ddm-platform-vault]	[epam / edp-ddm-redis-operator]	2
[epam / edp-ddm-liquibase-ddm-ext]	[epam / edp-ddm-redis-sentinel]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-control-plane-nexus]	2
[epam / edp-ddm-monitoring]	[epam / edp-ddm-user-management]	2
[epam / edp-ddm-kong]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-redis-sentinel]	[epam / edp-ddm-nexus]	2
[epam / edp-ddm-report-exporter]	[epam / edp-ddm-redash-chart]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-control-plane-console]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-logging]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-user-management]	2
[epam / edp-ddm-platform-vault]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-ceph-client]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-pgadmin-chart]	2
[epam / edp-ddm-notification-service]	[epam / edp-ddm-architecture]	2
[epam / edp-ddm-registry-regulations-validator-cli]	[epam / edp-ddm-bp-admin-portal]	2
[epam / edp-ddm-strimzi-kafka-operator]	[epam / edp-ddm-language-server]	2
[epam / edp-ddm-platform-vault]	[epam / edp-ddm-jenkins-operator]	2
[epam / edp-ddm-jenkins-operator]	[epam / edp-ddm-platform-minio]	2
[epam / edp-ddm-pgadmin-chart]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / edp-ddm-pgadmin-chart]	[epam / edp-ddm-platform-minio]	2
[epam / edp-ddm-control-plane-nexus]	[epam / edp-ddm-service-generation-utility]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-monitoring]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-redis-operator]	2
[epam / edp-ddm-architecture]	[epam / edp-ddm-digital-document-service]	2
[epam / edp-ddm-redis-sentinel]	[epam / edp-ddm-platform-minio]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-monitoring]	2
[epam / edp-ddm-control-plane-nexus]	[epam / edp-ddm-geo-server]	2
[epam / edp-ddm-geo-server]	[epam / edp-ddm-bpms]	2
[epam / edp-ddm-redis-operator]	[epam / edp-ddm-user-management]	2
[epam / ai-dial-interceptors-sdk]	[epam / ai-dial-app-controller]	2
[epam / edp-ddm-registry-regulations-validator-cli]	[epam / edp-ddm-jenkins-operator]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-liquibase-ddm-ext]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-form-submission-validation]	2
[epam / edp-ddm-excerpt-worker-docx]	[epam / edp-ddm-digital-document-service]	2
[epam / edp-ddm-redash-chart]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-bpms]	2
[epam / edp-ddm-excerpt-worker-docx]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-report-exporter]	[epam / edp-ddm-liquibase-ddm-ext]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-process-history-service-persistence]	2
[epam / edp-ddm-digital-document-service]	[epam / edp-ddm-wiremock]	2
[epam / edp-ddm-geo-server]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-digital-document-service]	[epam / edp-ddm-redis-sentinel]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-process-history-service-api]	2
